step,time,reward,seed,critic_loss
0.0,2.2338557,0.3104126607834413,0,
5000.0,72.102066,13.698120531861914,0,0.0219888165593147
10000.0,148.50885,3.4555104432196346,0,0.0411192625761032
20000.0,324.96683,0.9996949584654626,0,5.285115718841553
30000.0,512.706,25.809319717760623,0,2.698917865753174
40000.0,700.1829,7.02813339155112,0,12.940741539001465
50000.0,911.9865,55.7460246048301,0,9.911491394042969
60000.0,1116.2375,144.76959529,0,12.937369346618652
70000.0,1308.9402,163.1164589500841,0,13.577476501464844
80000.0,1518.992,214.18221500002437,0,13.737135887145996
90000.0,1713.7077999999997,197.276577906067,0,11.405797004699709
100000.0,1909.0760000000002,215.59629794440002,0,10.442438125610352
110000.0,2103.1667,192.92017400000066,0,12.991909980773926
120000.0,2285.2563,210.09918153499999,0,11.101741790771484
130000.0,2465.4321,216.78790336100002,0,11.002156257629396
140000.0,2648.1838,224.54932100000002,0,15.016885757446287
150000.0,2840.968,254.563471,0,15.691699028015137
160000.0,3020.3206,234.61991539000002,0,12.385632514953612
170000.0,3203.483,232.522066,0,19.27581024169922
180000.0,3379.3805999999995,210.1356579,0,16.28487777709961
190000.0,3558.0739999999996,256.86872266,0,15.36388874053955
200000.0,3741.6936,292.23948140000005,0,15.39787483215332
210000.0,3920.5693,303.801577,0,13.233416557312012
220000.0,4089.725,221.55684770000002,0,16.727054595947266
230000.0,4272.4336,291.129079,0,18.0109920501709
240000.0,4439.093,256.17539999999997,0,11.221309661865234
250000.0,4608.0127,222.30613699999998,0,13.159064292907717
260000.0,4783.49,265.24354087,0,18.749082565307617
270000.0,4952.848,263.175983,0,17.58066749572754
280000.0,5117.457,303.914788,0,17.18166160583496
290000.0,5291.957,282.7709524,0,13.917877197265623
300000.0,5467.3745,278.758758,0,21.075654983520508
310000.0,5634.4326,329.8155683,0,14.66838836669922
320000.0,5796.0283,356.49341300000003,0,12.388262748718262
330000.0,5973.4478,289.308547,0,15.423843383789062
340000.0,6143.6597,298.127356,0,23.898792266845703
350000.0,6305.08,333.589043,0,17.507770538330078
360000.0,6488.0425,398.602421,0,15.429208755493164
370000.0,6656.7397,319.215772,0,13.25195598602295
380000.0,6817.533,331.289495,0,10.4065580368042
390000.0,6986.263000000001,336.683812,0,15.410364151000977
400000.0,7146.337400000001,333.219693,0,17.884981155395508
410000.0,7325.517999999999,334.80252099999996,0,22.902387619018555
420000.0,7485.108,293.5445,0,13.691436767578123
430000.0,7656.0356,236.0718034,0,13.671164512634276
440000.0,7815.267999999999,330.371738,0,9.263566970825195
450000.0,7993.323699999999,363.61373100000003,0,14.891009330749512
460000.0,8153.916,303.338456,0,11.393943786621094
470000.0,8329.664,260.9109896,0,13.8560152053833
480000.0,8490.451,371.61296400000003,0,19.159650802612305
490000.0,8649.21,351.26570499999997,0,12.60539436340332
500000.0,8824.698,319.85144099999997,0,17.09449577331543
0.0,2.2338557,3.173462477544511,7,
5000.0,72.102066,3.29655535553556,7,0.0177171472460031
10000.0,148.50885,0.14341037477928104,7,1.6166810989379885
20000.0,324.96683,44.15061733301148,7,3.044426441192627
30000.0,512.706,40.54309929000296,7,14.371853828430176
40000.0,700.1829,30.794362050068877,7,41.89143753051758
50000.0,911.9865,103.33142349368066,7,40.21329879760742
60000.0,1116.2375,139.07750310147986,7,31.517866134643555
70000.0,1308.9402,128.36589503089652,7,11.690131187438965
80000.0,1518.992,149.47333329,7,18.731576919555664
90000.0,1713.7077999999997,207.36915140000124,7,11.64739227294922
100000.0,1909.0760000000002,170.00759100015347,7,16.63688087463379
110000.0,2103.1667,239.45219259770002,7,24.425586700439453
120000.0,2285.2563,161.46692140000096,7,16.556669235229492
130000.0,2465.4321,306.14740900000004,7,24.397926330566406
140000.0,2648.1838,220.09263944250037,7,25.819067001342773
150000.0,2840.968,298.450657,7,22.595548629760746
160000.0,3020.3206,249.606958968,7,22.572628021240234
170000.0,3203.483,361.101652,7,23.83164596557617
180000.0,3379.3805999999995,385.98611300000005,7,24.59910774230957
190000.0,3558.0739999999996,357.955899,7,21.85555458068848
200000.0,3741.6936,333.08894,7,25.17980194091797
210000.0,3920.5693,254.581657,7,16.457687377929688
220000.0,4089.725,302.379738,7,20.005882263183597
230000.0,4272.4336,301.54323282999997,7,20.038623809814453
240000.0,4439.093,305.3618034,7,15.285855293273926
250000.0,4608.0127,317.78785600000003,7,29.470983505249023
260000.0,4783.49,391.35395,7,20.461820602416992
270000.0,4952.848,337.740764,7,20.732383728027344
280000.0,5117.457,264.78275640000004,7,20.24092102050781
290000.0,5291.957,380.977825757,7,21.604084014892575
300000.0,5467.3745,413.90076,7,18.07444190979004
310000.0,5634.4326,325.79864499999996,7,11.728194236755373
320000.0,5796.0283,406.72904400000004,7,17.771759033203125
330000.0,5973.4478,365.091595,7,18.883031845092773
340000.0,6143.6597,382.868331,7,11.762499809265137
350000.0,6305.08,389.96848,7,21.526580810546875
360000.0,6488.0425,358.23845,7,19.538345336914062
370000.0,6656.7397,364.766205,7,13.397590637207031
380000.0,6817.533,425.08508,7,18.00764274597168
390000.0,6986.263000000001,484.842777,7,14.739821434020996
400000.0,7146.337400000001,446.97202799999997,7,17.80511474609375
410000.0,7325.517999999999,381.93577999999997,7,16.035764694213867
420000.0,7485.108,364.973508,7,16.145465850830078
430000.0,7656.0356,427.92146199999996,7,20.79185485839844
440000.0,7815.267999999999,374.941763,7,24.38053703308105
450000.0,7993.323699999999,493.992152,7,18.096044540405277
460000.0,8153.916,408.409597,7,14.760931968688965
470000.0,8329.664,492.06137,7,16.277673721313477
