step,time,reward,seed,critic_loss
0.0,4.568779,0.0,2,
5000.0,137.05267,0.0,2,0.0005032292683608
10000.0,272.0305,0.0,2,0.0001022008364088
20000.0,559.8477,0.0,2,8.68080405780347e-06
30000.0,844.2203999999999,0.0,2,3.688856793360174e-07
40000.0,1158.6182,0.0,2,2.1589185550396905e-08
50000.0,1484.7378,0.0,2,2.3503676782610228e-09
60000.0,1784.7449000000001,0.0,2,8.260542805338388e-10
70000.0,2089.5002,2.1,2,8.227359349355368e-10
80000.0,2406.8384,9.6,2,0.0031476586591452
90000.0,2773.3484,31.5,2,0.0142859835177659
100000.0,3110.4136,30.4,2,0.1035886332392692
110000.0,3429.0823000000005,37.1,2,0.0374903492629528
120000.0,3744.1296,54.0,2,0.0821287930011749
130000.0,4054.2532,43.1,2,0.1100159063935279
140000.0,4348.9727,137.9,2,0.4113735854625702
150000.0,4689.338,297.7,2,1.947932839393616
160000.0,5026.3086,458.5,2,5.029979705810547
170000.0,5327.859,815.9,2,3.712979078292847
180000.0,5655.126,824.7,2,11.312471389770508
190000.0,5959.6587,838.5,2,4.702602863311768
200000.0,6297.3906,841.0,2,5.72078275680542
210000.0,6604.436499999999,841.5,2,3.770296573638916
220000.0,6901.292499999999,826.6,2,4.089094638824463
230000.0,7188.275,843.3,2,3.6591641902923584
240000.0,7487.4375,845.2,2,3.743971586227417
250000.0,7780.0933,844.0,2,3.988086700439453
260000.0,8065.272,843.5,2,5.078137397766113
270000.0,8358.074,847.1,2,2.9833168983459477
280000.0,8653.266,805.3,2,4.459947109222412
290000.0,8966.517,848.0,2,3.2533249855041504
300000.0,9260.8,844.9,2,1.8418811559677124
310000.0,9534.372,844.0,2,4.186660289764404
320000.0,9820.178,845.8,2,2.165529727935791
330000.0,10097.589,847.5,2,4.704368591308594
340000.0,10387.176,847.5,2,1.67779278755188
350000.0,10657.566,824.5,2,1.8467464447021484
360000.0,10942.621,760.5,2,3.823198795318604
370000.0,11232.635,847.5,2,2.6799466609954834
380000.0,11521.769,846.2,2,9.238988876342772
390000.0,11820.582,848.4,2,1.5326985120773315
400000.0,12119.533,848.2,2,4.769469738006592
410000.0,12412.27,847.8,2,2.308568239212036
420000.0,12699.875,848.1,2,0.8677080273628235
430000.0,13001.112,848.0,2,1.2917404174804688
440000.0,13288.348999999998,841.8,2,2.2710113525390625
450000.0,13587.737,848.1,2,2.138697385787964
460000.0,13883.782000000001,848.9,2,3.4529874324798584
470000.0,14191.867999999999,848.4,2,2.24656081199646
480000.0,14489.36,847.8,2,1.3317474126815796
490000.0,14790.091,848.5,2,0.6987253427505493
500000.0,15088.872999999998,847.3,2,1.817522406578064
0.0,4.5598783,0.0,6,
5000.0,133.06065,0.0,6,0.0003304120618849
10000.0,265.59146,0.0,6,0.0001129115844378
20000.0,550.54974,0.0,6,7.505180747102713e-06
30000.0,851.1900000000002,0.0,6,4.3026062712669965e-07
40000.0,1165.6669,0.0,6,2.55375010027592e-08
50000.0,1488.5615,0.0,6,1.9086709990290274e-09
60000.0,1796.0299,0.0,6,1.094936474821395e-09
70000.0,2108.7322,0.0,6,4.1452782872930527e-10
80000.0,2401.2153,1.5,6,1.4701763140223532e-09
90000.0,2724.724,2.5,6,0.0017634673276916
100000.0,3034.4292,25.6,6,0.0068243429996073
110000.0,3367.2283,33.4,6,0.0238797944039106
120000.0,3690.1973,67.9,6,0.0478219576179981
130000.0,3996.3015,69.3,6,1.5701154470443726
140000.0,4298.137,761.7,6,9.041854858398438
150000.0,4599.806,841.1,6,21.182100296020508
160000.0,4925.7153,836.1,6,11.136412620544434
170000.0,5215.6216,839.5,6,13.033365249633787
180000.0,5523.4478,843.2,6,4.289575099945068
190000.0,5812.37,839.6,6,3.687345981597901
200000.0,6113.3843,841.0,6,3.606219530105591
210000.0,6398.0737,845.1,6,3.6257483959198
220000.0,6682.362299999999,846.5,6,3.036097526550293
230000.0,6962.426999999999,847.2,6,4.533884048461914
240000.0,7251.9443,846.5,6,1.968755006790161
250000.0,7539.036999999999,844.9,6,4.042083263397217
260000.0,7835.5166,847.0,6,2.315227746963501
270000.0,8128.851,847.9,6,1.9290519952774048
280000.0,8432.878,848.2,6,1.852411866188049
290000.0,8726.385,846.6,6,1.2852495908737185
300000.0,9008.7295,846.0,6,1.6470495462417605
310000.0,9301.903,845.0,6,2.389782190322876
320000.0,9584.453,846.0,6,5.28267765045166
330000.0,9860.766,848.4,6,1.6915072202682495
340000.0,10144.8,848.4,6,2.571894407272339
350000.0,10419.439,846.9,6,7.172370433807373
360000.0,10698.554,848.7,6,2.0146780014038086
370000.0,10974.61,848.5,6,0.9769596457481384
380000.0,11254.968,847.0,6,2.867021322250366
390000.0,11551.719,849.2,6,1.7368072271347046
400000.0,11830.262,849.0,6,2.049556970596313
410000.0,12121.272,848.7,6,2.119882822036743
420000.0,12404.576,848.1,6,0.8595325350761414
430000.0,12698.196,847.3,6,1.497014045715332
440000.0,12983.005,845.9,6,1.108092188835144
450000.0,13279.371,849.0,6,0.7789390683174133
460000.0,13558.752000000002,847.8,6,1.6212857961654663
470000.0,13847.454000000002,849.0,6,2.1547772884368896
480000.0,14154.185000000001,848.9,6,1.7171592712402344
490000.0,14453.104499999998,849.2,6,0.4194973111152649
500000.0,14766.502000000002,849.2,6,1.6084994077682495
0.0,4.9966307,0.0,3,
5000.0,129.54175,0.0,3,0.0005064413999207
10000.0,263.08496,0.0,3,0.0001145720234489
20000.0,544.17017,0.0,3,8.976187928055879e-06
30000.0,836.80273,0.0,3,4.144538365835615e-07
