step,time,reward,seed,critic_loss
0,9.080271005630491,996.4034664103576,9,
25056,1696.68479514122,334.7418605356014,9,0.0586771555244922
50202,3617.60301566124,496.860462165988,9,13.667694091796877
75512,5539.77716588974,613.9318008308766,9,19.61947631835937
100892,7587.14271736145,540.4254735746597,9,11.314533233642578
125996,9612.159510850906,561.0584668906853,9,14.181346893310549
151192,11641.287779331207,989.5892105300208,9,26.02753257751465
176811,13710.084141254423,1766.7276790250296,9,50.586708068847656
202146,15741.447469472883,1429.4929171380852,9,22.970951080322266
227451,17769.590903759003,2592.3299238429686,9,24.05938720703125
252488,19766.779458284374,1595.7261311601155,9,101.51945495605467
278024,21798.24363899231,1303.5156959235926,9,56.85817337036133
303779,23854.162431955338,2436.309800284661,9,40.57525634765625
329692,25925.013207674023,1591.3388173475037,9,30.64863967895508
354809,27926.36906433105,1773.6131667680206,9,94.28410339355467
380352,29964.708040475845,1564.6585307073728,9,33.906795501708984
405909,32005.32587742805,1644.6986905838464,9,156.22201538085938
431199,34021.312945604324,943.1518487355272,9,87.90371704101562
456616,36049.67186832428,1391.18715663005,9,85.29918670654297
481865,38053.94124007225,1647.9226598650591,9,131.1497802734375
500000,39505.47882318497,1875.5882354028013,9,
0,10.989447355270386,997.3541519718724,5,
25976,1618.913405418396,348.80038859783724,5,0.0356577783823013
51718,3384.4638438224792,336.05872908667635,5,5.595687389373779
76997,5151.357181549072,106.2049778648695,5,16.205900192260742
102426,6950.856518745422,438.8395208460692,5,14.72165870666504
127682,8736.907818317413,645.5454457869547,5,13.12813663482666
152925,10509.97954416275,185.01568315309103,5,96.39458465576172
177946,12439.608318805696,500.28033127524975,5,21.45923614501953
203156,14382.430263757706,465.654279141021,5,59.96499633789063
228217,16312.17412519455,318.73726965230696,5,120.1834716796875
253338,18239.23089790344,162.7665121350434,5,84.66168212890625
278475,20172.28645658493,8.560199861160198,5,277.1061096191406
303875,22128.746183156967,74.33698705457171,5,2227.23974609375
328937,24059.16535925865,107.8412676830133,5,51629.95703125
354785,26044.00571489334,-23.44525334141253,5,9024008.0
380541,28027.795440912247,-259.6605355722025,5,247156992.0
406280,29999.872537851334,-96.85583485931156,5,9037217792.0
431919,31964.74886751175,-51.448390390085294,5,173109313536.0
457098,33896.567120075226,-145.03601682057266,5,3342876278784.0
482676,35851.108889102936,-293.6724715758043,5,26534450561024.0
500000,37178.70283031464,-337.1699562638069,5,
0,11.105337142944336,992.1862296890888,7,
25011,1565.2947914600372,311.67914474320435,7,0.0761642307043075
50090,3317.2665388584137,434.3370825725584,7,8.639402389526367
75187,5079.466737508774,469.0671602534054,7,242.4408264160156
