step,time,reward,seed,critic_loss
0,8.435656785964966,-0.2143952140201822,6,
25000,1345.0517513751984,3556.812505297485,6,0.0236856676638126
50000,2881.512212753296,4476.798707640975,6,17.066787719726562
75000,4425.103552341461,-648.6414014196245,6,21.000513076782227
100000,5972.500931978226,-551.0684490088986,6,179762069504.0
125000,7519.201749324799,-604.6146283105828,6,2.955984669033532e+24
150000,9067.964295387268,-590.8013607592077,6,3.665617078491083e+24
175000,10615.528224468231,-353.6272256501076,6,4.1116302389253886e+24
200000,12158.879739761353,-742.6259793153688,6,4.52935762316567e+24
225000,13707.65551495552,-600.6717591194003,6,2.7956866135504124e+25
250000,15259.3506128788,-598.9388959569299,6,3.089869984599011e+25
275000,16811.139130592346,134.4042599792444,6,3.712334841363558e+25
300000,18366.49756217003,-169.6818067530392,6,5.565938856371994e+25
325000,19920.399741649628,-525.0172669336192,6,4.2096383090036845e+25
350000,21475.972593545917,-651.102504029548,6,3.3600322360991262e+25
375000,23027.692721128464,-207.34985240257905,6,3.135958944082873e+25
400000,24586.22710132599,-499.6601806168546,6,3.212073438311212e+25
425000,26145.63700389862,-362.21530435934426,6,3.0257055217659226e+25
450000,27698.29495215416,-316.46134860485813,6,3.45764802463548e+25
475000,29255.44266605377,-1024.9337704049,6,3.173453796087096e+25
500000,30806.842371940613,515.4967513912829,6,
0,7.943473815917969,-0.3216453670207931,7,
25000,1195.8009133338928,2926.150768901758,7,0.0537844598293304
50000,2535.247204065323,4785.370244214284,7,19.150827407836918
75000,3888.7652819156647,-531.861684305812,7,39.35413360595703
100000,5242.767538070679,172.89741831576265,7,1531270.875
125000,6600.786217451096,-597.4875762414143,7,1310048508706816.0
150000,7958.754356145859,-597.1389751851123,7,9.925480966962022e+21
175000,9319.510126590729,-68.09692185455123,7,8.11696226804753e+23
200000,10679.911226511002,-153.08533436950316,7,1.3561341519721571e+24
225000,12041.170615434648,-150.45501229781593,7,1.6134516761664097e+24
250000,13406.02243089676,-165.988060417258,7,2.28810588832607e+24
275000,14775.052134990692,79.34737357676934,7,3.064552404818597e+24
300000,16145.405826091766,52.48083545895079,7,9.347995933973748e+24
325000,17515.691361427307,368.62450221296206,7,1.5068402752364366e+25
350000,18882.152218818665,-305.73769748158173,7,1.3743769730547394e+25
375000,20248.06835627556,-395.7456781903237,7,1.4677142698874968e+25
400000,21616.69490456581,-168.52606314518297,7,1.3702321049535273e+25
425000,22984.07154941559,-266.63535640642004,7,1.212791334835275e+25
450000,24350.386998414997,-144.0775954811577,7,1.1987482897405618e+25
475000,25714.102706432343,-55.714744770905554,7,1.0515893888925438e+25
500000,27081.893516778942,-136.02514485556202,7,
0,8.348475456237793,-0.1789579077012988,9,
25000,1378.0427994728088,2603.998725023461,9,0.0435273572802543
50000,2918.398830652237,5323.524084740859,9,17.19388198852539
75000,4464.530191421509,-377.9126482286498,9,46.27046203613281
100000,6007.1075739860535,-599.624112457024,9,720749824.0
125000,7554.80811214447,-601.1162844400881,9,6.894850701357495e+22
150000,9098.90239739418,-599.684686416538,9,2.6249019299378405e+24
175000,10643.190647363665,-518.5751177157549,9,3.7280696834741313e+24
200000,12192.9966878891,-701.7152000847809,9,5.90129962600268e+24
225000,13741.844935417175,-32.5646985205255,9,5.159520882692928e+24
250000,15291.374181747437,-1405.633682292935,9,6.514014571479218e+24
275000,16844.496888637543,-1060.129137281347,9,7.9797732559106e+24
300000,18396.13733434677,340.4824761891233,9,9.210131309835118e+24
325000,19952.820217847824,-260.41288175426934,9,7.652055318226104e+24
350000,21505.01079773903,281.71621078339024,9,1.2520121103318935e+25
375000,23059.36324238777,-303.7183194224948,9,2.063236965179488e+25
400000,24619.0425195694,-197.2308307220828,9,2.6017887360742347e+25
425000,26169.18422150612,203.43878901482336,9,2.656184033830188e+25
450000,27726.34419488907,-290.67143703526983,9,2.8314488551175117e+25
475000,29278.766761779785,-141.0796047482126,9,2.9220862403707804e+25
500000,30555.12191438675,-283.20296451073784,9,
0,8.332673788070679,-0.2672791830865767,5,
25000,1373.700290441513,1433.5805684214797,5,0.0273396670818328
50000,2915.751172304153,233.1945433380876,5,5.9324951171875
75000,4406.152054786682,715.8580199807745,5,7.462096214294434
100000,5927.406824588776,-600.9810836469011,5,10.43975830078125
125000,7448.545560121536,-599.5831323572979,5,3.3180529211630703e+21
150000,8969.041066646576,-578.0494174886691,5,4.543167605178227e+24
175000,10489.93076634407,-2509.3478804951164,5,7.813177251416416e+24
200000,12009.768716812134,-1316.5877534385693,5,1.0354314245897798e+25
225000,13531.311168670654,-931.7350924027468,5,1.75581989993241e+25
250000,15054.83009815216,-1491.7895602281037,5,2.389004159678189e+25
275000,16578.830367803574,-264.5831098679629,5,2.287543377923972e+25
300000,18106.6602268219,-531.2148547913387,5,1.5359673382523726e+25
325000,19634.98437309265,-341.15042776425486,5,1.3920695911722856e+25
350000,21161.781893968586,-527.9212449022758,5,9.198608435857324e+24
375000,22688.260018110275,-108.33978324826136,5,7.49201886063238e+24
400000,24213.48136305809,-346.27247355183584,5,6.753167385022825e+24
425000,25738.657809734344,-24.095619466789923,5,6.59177682112194e+24
450000,27263.24184679985,-154.49985531119592,5,6.34627659823472e+24
475000,28790.33293390274,-385.7169786749625,5,4.972286430344776e+24
500000,30315.320389270782,-525.7498252806132,5,
0,7.973680257797241,-0.2352735125879981,8,
25000,1197.857455253601,3492.086778200615,8,0.0147926742210984
50000,2548.4114441871643,5163.161906736129,8,25.084117889404297
75000,3902.296331644058,6980.5009599237765,8,44.1174430847168
100000,5257.76673078537,7449.353602543293,8,82.70863342285156
125000,6620.751211881638,-466.78229014014926,8,83.20818328857422
150000,7987.006875753403,134.17843230228357,8,19689.767578125
