step,time,reward,seed
0.0,2.9623876,324.922778,0
0.0,2.9623876,320.658142,1
5000.0,,318.77399,1
10000.0,,420.623855,1
20000.0,,487.126488,1
30000.0,,528.583163,1
40000.0,,945.920922,1
50000.0,,724.648111,1
60000.0,,498.349643,1
70000.0,,826.896591,1
80000.0,,951.461532,1
90000.0,,909.7285260000001,1
100000.0,,997.0942160000001,1
110000.0,,996.404783,1
120000.0,,995.156661,1
130000.0,,994.8905629999999,1
140000.0,,989.6011510000001,1
150000.0,,986.4633799999999,1
160000.0,,984.207944,1
170000.0,,999.791122,1
180000.0,,998.2535449999999,1
190000.0,,997.475813,1
200000.0,,998.6068590000001,1
210000.0,,991.170848,1
220000.0,,976.4444900000001,1
230000.0,,995.886408,1
240000.0,,976.693705,1
250000.0,,980.626593,1
0.0,2.9623876,300.25624899999997,7
5000.0,,401.977854,7
10000.0,,499.609847,7
20000.0,,599.388076,7
30000.0,,430.72923099999997,7
40000.0,,587.882107,7
50000.0,,868.7795040000001,7
60000.0,,567.656475,7
70000.0,,509.494116,7
80000.0,,972.746297,7
90000.0,,999.774114,7
100000.0,,998.9551939999999,7
110000.0,,997.220137,7
120000.0,,994.6015970000001,7
130000.0,,999.367784,7
140000.0,,999.8871510000001,7
150000.0,,999.882648,7
160000.0,,995.863208,7
170000.0,,999.5837869999999,7
180000.0,,999.8249589999999,7
190000.0,,998.127213,7
200000.0,,999.76729,7
210000.0,,998.447092,7
220000.0,,998.7832490000001,7
230000.0,,993.7004929999999,7
240000.0,,979.96959,7
250000.0,,978.719167,7
0.0,2.9623876,313.576932,5
5000.0,,418.594625,5
10000.0,,551.881831,5
20000.0,,532.92155,5
30000.0,,487.24571299999997,5
40000.0,,707.472867,5
50000.0,,914.5878730000001,5
60000.0,,789.149469,5
70000.0,,891.564955,5
80000.0,,773.997267,5
90000.0,,697.077637,5
100000.0,,865.524572,5
110000.0,,971.132245,5
120000.0,,999.73698,5
130000.0,,969.993929,5
140000.0,,990.0058000000001,5
150000.0,,999.289846,5
160000.0,,976.270898,5
170000.0,,993.469001,5
180000.0,,993.940762,5
190000.0,,997.939494,5
200000.0,,999.373783,5
210000.0,,999.5588030000001,5
220000.0,,999.7535110000001,5
230000.0,,998.534115,5
240000.0,,992.206963,5
250000.0,,980.708576,5
0.0,2.9623876,325.992702,3
5000.0,,402.706161,3
10000.0,,388.46124,3
20000.0,,813.26404,3
30000.0,,788.255769,3
40000.0,,980.101465,3
50000.0,,724.897699,3
60000.0,,813.304969,3
70000.0,,910.47492,3
80000.0,,996.028087,3
90000.0,,937.826807,3
100000.0,,956.986665,3
110000.0,,964.105699,3
120000.0,,988.773546,3
130000.0,,990.7822689999999,3
140000.0,,984.965014,3
150000.0,,991.2622450000001,3
160000.0,,998.845635,3
170000.0,,998.9311599999999,3
180000.0,,999.259108,3
190000.0,,999.80178,3
200000.0,,998.175484,3
210000.0,,999.132884,3
220000.0,,998.231084,3
230000.0,,968.646839,3
240000.0,,971.842647,3
250000.0,,980.5359599999999,3
0.0,2.9623876,319.970926,6
5000.0,,415.09138,6
10000.0,,639.405006,6
20000.0,,532.163697,6
30000.0,,546.109098,6
40000.0,,911.933233,6
50000.0,,780.11503,6
60000.0,,833.6999589999999,6
70000.0,,994.523345,6
80000.0,,994.932287,6
90000.0,,997.50934,6
100000.0,,980.840551,6
110000.0,,988.293402,6
120000.0,,998.465571,6
130000.0,,999.4883229999999,6
140000.0,,997.9031339999999,6
150000.0,,999.58992,6
160000.0,,993.7052310000001,6
170000.0,,987.498785,6
180000.0,,993.5663200000001,6
190000.0,,998.62476,6
200000.0,,997.525981,6
210000.0,,997.6211799999999,6
220000.0,,978.590896,6
230000.0,,974.301557,6
240000.0,,964.3287889999999,6
250000.0,,962.343374,6
0.0,2.9623876,337.080341,2
5000.0,,379.657329,2
10000.0,,320.886332,2
20000.0,,402.22060999999997,2
30000.0,,497.445398,2
40000.0,,601.881409,2
50000.0,,612.439314,2
60000.0,,520.548146,2
70000.0,,651.897184,2
80000.0,,942.8919089999999,2
90000.0,,941.756212,2
100000.0,,998.955415,2
110000.0,,999.5957350000001,2
120000.0,,999.7051079999999,2
130000.0,,999.753128,2
140000.0,,979.1073039999999,2
150000.0,,996.7329990000001,2
160000.0,,998.14635,2
170000.0,,999.25138,2
180000.0,,975.324784,2
190000.0,,991.8905619999999,2
200000.0,,998.673314,2
210000.0,,997.752162,2
220000.0,,999.465235,2
230000.0,,998.9333060000001,2
240000.0,,975.3993979999999,2
250000.0,,976.177312,2
0.0,2.9623876,311.489779,4
5000.0,,332.620148,4
10000.0,,391.06030300000003,4
20000.0,,412.43492299999997,4
30000.0,,521.439509,4
40000.0,,650.852361,4
50000.0,,867.5507369999999,4
60000.0,,375.610141,4
70000.0,,442.159069,4
80000.0,,955.6896479999999,4
90000.0,,978.225776,4
100000.0,,960.810648,4
110000.0,,999.825577,4
120000.0,,989.7038150000001,4
130000.0,,999.7768389999999,4
140000.0,,998.7832119999999,4
150000.0,,999.783742,4
160000.0,,995.782195,4
170000.0,,999.459263,4
180000.0,,997.069279,4
190000.0,,966.67838,4
200000.0,,994.998791,4
210000.0,,996.482581,4
220000.0,,997.750558,4
230000.0,,998.4187340000001,4
240000.0,,999.8586849999999,4
250000.0,,990.184498,4
