step,time,reward,seed
0,9.61689281463623,0.0,3
50000,1141.7309086322784,813.4000244140625,3
100000,2274.847695350647,907.0999755859375,3
150000,3410.20561170578,956.5,3
200000,4544.679310321808,946.4000244140625,3
250000,5679.512079954147,953.4000244140625,3
300000,6812.939176797867,979.7999877929688,3
350000,7945.429854154587,983.7000122070312,3
400000,9078.216582775116,965.5,3
450000,10210.98286819458,982.4000244140625,3
500000,11342.546723604202,959.2999877929688,3
0,9.402819871902466,0.0,4
50000,977.0639791488647,597.7000122070312,4
100000,1944.453451871872,695.9000244140625,4
150000,2917.2876398563385,932.0,4
200000,3889.5408623218536,844.0999755859375,4
250000,4861.654312849045,932.2000122070312,4
300000,5833.4270849227905,979.5999755859375,4
350000,6804.44525885582,978.2000122070312,4
400000,7775.133888244629,978.2999877929688,4
450000,8746.419492959976,980.2000122070312,4
500000,9710.398331403732,935.5,4
0,9.227087020874023,0.0,6
50000,1139.853331565857,696.5999755859375,6
100000,2272.016210079193,818.0,6
150000,3406.2312495708466,862.2000122070312,6
200000,4539.674233198166,911.0999755859375,6
250000,5673.339344501495,918.5999755859375,6
300000,6806.215394496918,921.7000122070312,6
350000,7937.973436594009,926.2999877929688,6
400000,9069.465630054474,922.5,6
450000,10201.049627065659,921.7999877929688,6
500000,11332.798614740372,922.0999755859375,6
0,9.243687152862549,0.0,0
50000,1138.8719251155853,860.9000244140625,0
100000,2269.967666387558,980.2999877929688,0
150000,3404.2381138801575,982.5,0
200000,4536.757603883743,981.0999755859375,0
250000,5669.37314081192,984.9000244140625,0
300000,6800.512095451355,980.5,0
350000,7930.770995378494,975.2000122070312,0
400000,9060.993206739426,980.7999877929688,0
450000,10191.157264471054,987.0999755859375,0
500000,11322.95687365532,983.2999877929688,0
0,9.58262300491333,0.0,2
50000,971.8650543689728,814.7999877929688,2
100000,1932.5233929157257,861.9000244140625,2
150000,2894.134629011154,939.0999755859375,2
200000,3854.71195435524,988.0,2
250000,4814.23170876503,983.9000244140625,2
300000,5770.3055601119995,984.5999755859375,2
350000,6727.789657831192,983.5,2
400000,7684.868315935135,982.4000244140625,2
450000,8643.158059835434,984.7000122070312,2
500000,9595.123049259186,980.4000244140625,2
0,9.19087553024292,0.0,1
50000,989.9593126773834,763.7000122070312,1
100000,1969.8398439884186,969.5999755859375,1
150000,2949.920194864273,977.2000122070312,1
200000,3929.916379213333,979.9000244140625,1
250000,4911.975699901581,977.5999755859375,1
300000,5892.860174655914,973.7000122070312,1
350000,6873.787801980972,976.5999755859375,1
400000,7855.257462263107,977.4000244140625,1
450000,8831.797133684158,979.2000122070312,1
500000,9786.788753509521,975.5,1
0,8.726672887802124,0.0,7
50000,980.8371739387512,707.0,7
100000,1951.3028802871704,845.0999755859375,7
150000,2921.84548664093,841.7000122070312,7
200000,3892.127065181732,832.5999755859375,7
250000,4863.828383684158,855.0999755859375,7
300000,5834.668155908585,875.4000244140625,7
350000,6804.863480091095,929.0,7
400000,7775.113630056381,960.0,7
450000,8744.906238794327,925.0,7
500000,9708.69369149208,942.7000122070312,7
0,9.606725931167603,0.0,5
50000,970.0989391803741,742.9000244140625,5
100000,1926.9566299915314,863.2000122070312,5
150000,2884.8413801193237,949.4000244140625,5
200000,3841.873854160309,950.5999755859375,5
250000,4798.091551065445,952.0999755859375,5
300000,5755.583590507507,933.5999755859375,5
350000,6711.974846601486,954.2000122070312,5
400000,7668.838893651962,949.9000244140625,5
450000,8624.17379784584,951.2999877929688,5
500000,9575.277398824692,951.4000244140625,5
