step,time,reward,seed
0.0,3.1309154,-24.180182846,0
5000.0,12.475778,983.733595,0
100000.0,1240.7427,2313.18848,0
200000.0,2524.6804,4930.594599999999,0
300000.0,3806.7263,6068.70885,0
400000.0,5096.761,6387.54298,0
500000.0,6382.234,6517.14536,0
600000.0,7661.917499999999,6704.39648,0
700000.0,8934.384,6730.2986900000005,0
800000.0,10208.909,6849.60634,0
900000.0,11504.242,6909.62722,0
1000000.0,12788.997,6903.470420000001,0
1100000.0,14073.685999999998,7150.59051,0
1200000.0,15360.731,7337.595810000001,0
1300000.0,16641.012,7381.940570000001,0
1400000.0,17933.752,7549.589010000001,0
1500000.0,19212.121,7694.988340000001,0
1600000.0,20486.363,7637.864479999999,0
1700000.0,21762.396,7823.955220000001,0
1800000.0,23042.398,7896.81581,0
1900000.0,24324.744,7943.7455,0
2000000.0,25608.88,7222.2091638,0
2100000.0,26887.151999999995,8119.23221,0
2200000.0,28167.090000000004,7697.30781,0
2300000.0,29443.9,8161.7898000000005,0
2400000.0,30729.594,8160.0145600000005,0
2500000.0,32011.07,8304.17695,0
2600000.0,33295.77,8333.611499999999,0
2700000.0,34580.008,8337.812300000001,0
2800000.0,35854.184,8373.096399999999,0
2900000.0,37131.86,8378.3889,0
3000000.0,38405.94,8450.982399999999,0
3100000.0,39685.7,8427.13175,0
3200000.0,40965.09,8446.194599999999,0
3300000.0,42242.45,8495.1556,0
3400000.0,43522.21,8428.103,0
3500000.0,44806.535,8287.00286,0
3600000.0,46081.37,8459.533800000001,0
3700000.0,47354.7,8370.65943,0
3800000.0,48641.742,8456.8892,0
3900000.0,49932.94,8438.5067,0
4000000.0,51212.844,8463.2062,0
4100000.0,52491.24199999999,8388.38655,0
4200000.0,53799.023,8514.699799999999,0
4300000.0,55094.598,8485.555400000001,0
4400000.0,56398.188,8470.5998,0
4500000.0,57692.047,8388.97344,0
4600000.0,58989.00800000001,8487.7647,0
4700000.0,60296.547,8483.67555,0
4800000.0,61609.79299999999,8470.2994,0
4900000.0,62923.05,8468.5929,0
5000000.0,64230.21,8523.1999,0
0.0,3.1309154,-23.345313519999998,1
5000.0,12.475778,986.8355600000001,1
100000.0,1240.7427,364.88239400000003,1
200000.0,2524.6804,2734.8960899999997,1
300000.0,3806.7263,2989.97461,1
400000.0,5096.761,3610.4765500000003,1
500000.0,6382.234,3389.8977700000005,1
600000.0,7661.917499999999,3875.9702700000003,1
700000.0,8934.384,3849.7073499999997,1
800000.0,10208.909,4095.4764600000003,1
900000.0,11504.242,4367.15668,1
1000000.0,12788.997,4434.49955,1
1100000.0,14073.685999999998,3910.3970600000002,1
1200000.0,15360.731,4657.630569999999,1
1300000.0,16641.012,4157.8604399999995,1
1400000.0,17933.752,4535.2106699999995,1
1500000.0,19212.121,5089.96834,1
1600000.0,20486.363,5200.96874,1
1700000.0,21762.396,5162.94772,1
1800000.0,23042.398,5296.5148,1
1900000.0,24324.744,5423.00965,1
2000000.0,25608.88,5525.31683,1
2100000.0,26887.151999999995,4906.795568,1
2200000.0,28167.090000000004,5771.5724900000005,1
2300000.0,29443.9,5140.25401,1
2400000.0,30729.594,5690.9387799999995,1
2500000.0,32011.07,4782.78324,1
2600000.0,33295.77,5434.559894,1
2700000.0,34580.008,5257.289323999999,1
2800000.0,35854.184,4846.76511,1
2900000.0,37131.86,5407.201625,1
3000000.0,38405.94,5966.96263,1
3100000.0,39685.7,5992.95823,1
3200000.0,40965.09,5558.87531,1
3300000.0,42242.45,5999.17389,1
3400000.0,43522.21,6087.97702,1
3500000.0,44806.535,5995.6487,1
3600000.0,46081.37,6035.39508,1
3700000.0,47354.7,5607.1337699999995,1
3800000.0,48641.742,6102.53142,1
3900000.0,49932.94,5627.84747,1
4000000.0,51212.844,5724.2834814,1
4100000.0,52491.24199999999,6094.99993,1
4200000.0,53799.023,6190.62704,1
4300000.0,55094.598,5284.9152813,1
4400000.0,56398.188,6168.37969,1
4500000.0,57692.047,5650.08200076,1
4600000.0,58989.00800000001,5531.31215,1
4700000.0,60296.547,5001.609834,1
4800000.0,61609.79299999999,6307.49692,1
4900000.0,62923.05,5745.909763000001,1
5000000.0,64230.21,6396.7955999999995,1
0.0,3.1309154,-42.7176149,2
5000.0,12.475778,990.8822899999999,2
100000.0,1240.7427,1022.21044425,2
200000.0,2524.6804,2726.34613,2
300000.0,3806.7263,3842.20688,2
400000.0,5096.761,3817.943,2
500000.0,6382.234,4604.886235,2
600000.0,7661.917499999999,4399.220514,2
700000.0,8934.384,5391.29149,2
800000.0,10208.909,5837.55851,2
900000.0,11504.242,6031.33779,2
1000000.0,12788.997,6155.11832,2
1100000.0,14073.685999999998,6153.309859999999,2
1200000.0,15360.731,6331.1195,2
1300000.0,16641.012,6498.38404,2
