step,time,reward,seed,critic_loss,actor_grad_norm
0.0,1.3335626,119.1822834,4,,
5000.0,119.70245,264.874626,4,321.8234558105469,6.520293712615967
10000.0,283.57303,256.211203,4,427.53326416015625,13.02318286895752
20000.0,765.5189,375.22998900000005,4,287.0047607421875,12.617262840270996
30000.0,1300.7858,366.357187,4,497.5502014160156,21.610754013061523
40000.0,1852.8558,519.329897,4,291.31280517578125,15.081910133361816
50000.0,2389.4763,488.77955000000003,4,291.5105895996094,15.150039672851562
60000.0,2876.9517,1076.404637,4,405.5685729980469,15.911320686340332
70000.0,3353.379,2840.52915,4,223.7718048095703,15.324901580810549
80000.0,3762.0729999999994,5800.55307,4,233.26670837402344,11.528285026550291
90000.0,4139.5825,5895.94468,4,135.0466766357422,13.297889709472656
100000.0,4513.791,5310.39647,4,220.29771423339844,10.625113487243652
110000.0,4952.9326,4632.1195339999995,4,529.0046997070312,13.956745147705078
120000.0,5517.545,5801.7974699999995,4,268.6378479003906,10.905479431152344
130000.0,6016.5513,5859.70967,4,854.1810913085938,16.091768264770508
140000.0,6472.5493,6039.2152399999995,4,182.38201904296875,23.292743682861328
150000.0,6963.685,6105.04122,4,271.86834716796875,21.30231475830078
160000.0,7455.371000000001,6034.49436,4,152.9532012939453,18.52379035949707
170000.0,7875.861999999999,6239.55135,4,255.24974060058597,14.337844848632812
180000.0,8296.552,4215.043305,4,310.3239440917969,13.066560745239258
190000.0,8682.649,6421.01059,4,114.5261001586914,12.05886173248291
200000.0,9069.133,6569.0172999999995,4,182.1178436279297,13.752152442932127
210000.0,9421.403,6397.59612,4,724.3145751953125,14.0413818359375
220000.0,9838.636,6608.44188,4,63.17138671875,13.731514930725098
230000.0,10246.69,7015.10517,4,190.33323669433597,14.25253200531006
240000.0,10598.012,5899.44253,4,154.048095703125,10.92072868347168
250000.0,10948.69,6893.62732,4,102.62562561035156,12.753399848937988
260000.0,11328.681,1694.3471969999998,4,150.3204803466797,12.09392547607422
270000.0,11679.22,4881.05198,4,64.3498764038086,10.063315391540527
280000.0,11995.787,6097.437084,4,114.24132537841795,11.638062477111816
290000.0,12345.609,7212.0842,4,950.5810546875,8.2866849899292
300000.0,12695.147,7349.270930000001,4,155.2274627685547,13.187050819396973
310000.0,13009.612,3172.12464,4,410.1319885253906,11.776585578918455
320000.0,13292.915000000003,4463.54151,4,160.47047424316406,16.96154022216797
330000.0,13577.251,7453.16539,4,98.30297088623048,10.462882995605469
340000.0,13893.005,1946.186666,4,102.87834930419922,12.847860336303713
350000.0,14174.866,4148.866593000001,4,254.33335876464844,11.327925682067873
360000.0,14491.134,6619.45402,4,439.8072204589844,20.832164764404297
370000.0,14807.445000000002,7046.28195,4,47.712833404541016,9.596916198730469
380000.0,15124.024,6734.41851,4,122.72545623779295,6.398235321044922
390000.0,15405.151000000002,2678.38655,4,114.8335952758789,21.710060119628903
400000.0,15688.073999999999,7111.66744,4,59.41961669921875,10.35667324066162
410000.0,15971.049000000003,6607.59795,4,124.8781280517578,17.513126373291016
420000.0,16252.655000000002,2169.60279,4,164.76174926757812,13.70786190032959
430000.0,16536.072,8218.42416,4,132.89466857910156,13.692238807678224
440000.0,16852.857,7432.52291,4,114.68641662597656,8.724793434143066
450000.0,17135.908,7593.049830000001,4,107.9091339111328,9.436842918395996
460000.0,17385.37,5786.380090000001,4,171.43226623535156,13.766337394714355
470000.0,17667.814,7810.4443,4,2719.122314453125,11.1249361038208
480000.0,17984.66,7548.065670000001,4,142.1963348388672,35.54001235961914
490000.0,18267.031,8274.796400000001,4,105.56449127197266,18.0506591796875
500000.0,18549.176,8187.101389999999,4,982.9566650390624,14.09187126159668
0.0,1.3335626,113.5861206,1,,
5000.0,119.70245,252.925344,1,240.0674285888672,6.390853404998779
10000.0,283.57303,233.395744,1,504.5863952636719,13.84976863861084
20000.0,765.5189,424.57189,1,392.7566223144531,14.025221824645996
30000.0,1300.7858,405.557055,1,216.61656188964844,17.432058334350586
40000.0,1852.8558,489.55701200000004,1,260.6521911621094,13.835660934448242
50000.0,2389.4763,660.821743,1,341.04620361328125,15.547640800476074
60000.0,2876.9517,2681.49039,1,289.2655334472656,14.25224781036377
70000.0,3353.379,3260.6697,1,208.77317810058597,15.520245552062988
80000.0,3762.0729999999994,4832.44498,1,314.6047058105469,11.494990348815918
90000.0,4139.5825,5424.04423,1,158.2870635986328,13.449621200561523
100000.0,4513.791,5470.27749,1,172.2810516357422,12.597128868103027
110000.0,4952.9326,3007.79122,1,119.7696533203125,12.961400985717772
120000.0,5517.545,1039.5991060000001,1,455.892822265625,27.703432083129883
130000.0,6016.5513,5638.38848,1,241.5946502685547,11.839349746704102
140000.0,6472.5493,5713.11956,1,476.0942077636719,6.290910243988037
150000.0,6963.685,4712.963809999999,1,180.34732055664065,14.815205574035645
160000.0,7455.371000000001,5825.9684,1,109.36042785644533,7.399185657501221
170000.0,7875.861999999999,5743.833430000001,1,153.1937255859375,7.274791240692139
180000.0,8296.552,4398.40606,1,279.7484741210937,18.23716354370117
190000.0,8682.649,5863.93988,1,574.7911987304688,8.957686424255371
200000.0,9069.133,6103.54367,1,601.2669677734375,15.696890830993652
210000.0,9421.403,3292.4475899999998,1,103.79427337646484,9.196104049682615
220000.0,9838.636,4407.741994,1,790.8265991210938,5.68532657623291
230000.0,10246.69,6140.77016,1,75.91378021240234,12.984474182128906
240000.0,10598.012,2377.959056,1,42.70735549926758,8.334176063537598
250000.0,10948.69,4323.77725,1,263.9432067871094,7.421684265136719
260000.0,11328.681,6184.02374,1,499.3377075195313,12.40182113647461
270000.0,11679.22,1475.469196,1,70.89472961425781,8.697195053100586
